/mnt/e/BMI3/upload_github/new_test/BMI3_miniproject-main/data/arabidopsis/chr1.fa /mnt/e/BMI3/upload_github/new_test/BMI3_miniproject-main/data/arabidopsis/chr1.fa
NUCMER

[S1]	[E1]	[S2]	[E2]	[LEN 1]	[LEN 2]	[% IDY]	[LEN R]	[LEN Q]	[COV R]	[COV Q]	[TAGS]
14741043	14745646	14685659	14681072	4604	4588	91.57	30427671	30427671	0.02	0.02	1	1
14741341	14745975	14661716	14657086	4635	4631	90.97	30427671	30427671	0.02	0.02	1	1
14741818	14744979	14661716	14658558	3162	3159	90.52	30427671	30427671	0.01	0.01	1	1
14743747	14745651	14685658	14683753	1905	1906	92.04	30427671	30427671	0.01	0.01	1	1
14744284	14745652	14610667	14609302	1369	1366	89.50	30427671	30427671	0.00	0.00	1	1
14744670	14745652	14673836	14672855	983	982	89.63	30427671	30427671	0.00	0.00	1	1
14744670	14745652	14829784	14828803	983	982	89.63	30427671	30427671	0.00	0.00	1	1
14745970	14750824	14718537	14713683	4855	4855	99.92	30427671	30427671	0.02	0.02	1	1
14750375	14750823	14710993	14710554	449	440	88.44	30427671	30427671	0.00	0.00	1	1
14750375	14750823	14712381	14711942	449	440	88.44	30427671	30427671	0.00	0.00	1	1
14750375	14750823	14930046	14929598	449	449	86.41	30427671	30427671	0.00	0.00	1	1
14750379	14750950	14710681	14710108	572	574	88.85	30427671	30427671	0.00	0.00	1	1
14750379	14750950	14712069	14711496	572	574	88.85	30427671	30427671	0.00	0.00	1	1
14750820	14750950	14688424	14688293	131	132	93.94	30427671	30427671	0.00	0.00	1	1
14750824	14750950	14701479	14701352	127	128	92.97	30427671	30427671	0.00	0.00	1	1
14750824	14750950	14704341	14704214	127	128	95.31	30427671	30427671	0.00	0.00	1	1
14803971	15086045	14803971	15086045	282075	282075	99.99	30427671	30427671	0.93	0.93	1	1
14803985	14805473	14693504	14692016	1489	1489	93.16	30427671	30427671	0.00	0.00	1	1
14803985	14805473	14700830	14699341	1489	1490	92.56	30427671	30427671	0.00	0.00	1	1
14803985	14805473	14703533	14702045	1489	1489	93.63	30427671	30427671	0.00	0.00	1	1
14803985	14805473	14706395	14704907	1489	1489	93.02	30427671	30427671	0.00	0.00	1	1
14803985	14805473	14708948	14707452	1489	1497	87.65	30427671	30427671	0.00	0.00	1	1
14803986	14818326	14910410	14896070	14341	14341	99.19	30427671	30427671	0.05	0.05	1	1
14806214	14807245	15052270	15051238	1032	1033	95.26	30427671	30427671	0.00	0.00	1	1
14806214	14807244	15508904	15507897	1031	1008	93.02	30427671	30427671	0.00	0.00	1	1
14806214	14807556	15785840	15784488	1343	1353	92.79	30427671	30427671	0.00	0.00	1	1
14807603	14810749	15041295	15038148	3147	3148	95.49	30427671	30427671	0.01	0.01	1	1
14807603	14816035	15051009	15042577	8433	8433	94.48	30427671	30427671	0.03	0.03	1	1
14807614	14810376	15507658	15504898	2763	2761	94.68	30427671	30427671	0.01	0.01	1	1
14807796	14808478	13945671	13944989	683	683	96.49	30427671	30427671	0.00	0.00	1	1
14810378	14815664	15491846	15486514	5287	5333	93.81	30427671	30427671	0.02	0.02	1	1
14813426	14815860	13943311	13940856	2435	2456	96.17	30427671	30427671	0.01	0.01	1	1
14813739	14814279	14125084	14124539	541	546	86.47	30427671	30427671	0.00	0.00	1	1
14814450	14815125	14587025	14586342	676	684	89.15	30427671	30427671	0.00	0.00	1	1
14820366	14822254	14688592	14686702	1889	1891	89.09	30427671	30427671	0.01	0.01	1	1
14820367	14822254	14698947	14697057	1888	1891	95.56	30427671	30427671	0.01	0.01	1	1
14820367	14821601	14701651	14700415	1235	1237	88.21	30427671	30427671	0.00	0.00	1	1
14820367	14822254	14704513	14702626	1888	1888	98.04	30427671	30427671	0.01	0.01	1	1
14820367	14822254	14707376	14705488	1888	1889	98.52	30427671	30427671	0.01	0.01	1	1
14820367	14821773	14713024	14711624	1407	1401	87.10	30427671	30427671	0.00	0.00	1	1
14820372	14822239	14695598	14693724	1868	1875	87.51	30427671	30427671	0.01	0.01	1	1
14820374	14822240	14690333	14688467	1867	1867	88.35	30427671	30427671	0.01	0.01	1	1
14820374	14822238	14708481	14706616	1865	1866	88.61	30427671	30427671	0.01	0.01	1	1
14820386	14821365	14686661	14685704	980	958	86.12	30427671	30427671	0.00	0.00	1	1
14820386	14822253	14692078	14690203	1868	1876	88.45	30427671	30427671	0.01	0.01	1	1
14820386	14822212	14693032	14691207	1827	1826	89.68	30427671	30427671	0.01	0.01	1	1
14820386	14822254	14694472	14692597	1869	1876	92.87	30427671	30427671	0.01	0.01	1	1
14820386	14822254	14696857	14694989	1869	1869	87.44	30427671	30427671	0.01	0.01	1	1
14820386	14822240	14701312	14699459	1855	1854	88.80	30427671	30427671	0.01	0.01	1	1
14820386	14822254	14703061	14701194	1869	1868	88.84	30427671	30427671	0.01	0.01	1	1
14820386	14822239	14705923	14704071	1854	1853	89.02	30427671	30427671	0.01	0.01	1	1
14820386	14822238	15037082	15035251	1853	1832	86.71	30427671	30427671	0.01	0.01	1	1
14820413	14822254	14889564	14887722	1842	1843	86.57	30427671	30427671	0.01	0.01	1	1
14820537	14822215	14710235	14708556	1679	1680	89.84	30427671	30427671	0.01	0.01	1	1
14820537	14821932	14711623	14710236	1396	1388	90.13	30427671	30427671	0.00	0.00	1	1
14822294	14823487	14691771	14690572	1194	1200	91.83	30427671	30427671	0.00	0.00	1	1
14822294	14823459	14698142	14696973	1166	1170	90.34	30427671	30427671	0.00	0.00	1	1
14822294	14823487	14710079	14708880	1194	1200	92.93	30427671	30427671	0.00	0.00	1	1
14822294	14823459	14711467	14710308	1166	1160	86.89	30427671	30427671	0.00	0.00	1	1
14822294	14823459	14712855	14711696	1166	1160	87.98	30427671	30427671	0.00	0.00	1	1
14822294	14823487	14891669	14890473	1194	1197	91.92	30427671	30427671	0.00	0.00	1	1
14822294	14822966	14927780	14927107	673	674	91.25	30427671	30427671	0.00	0.00	1	1
14822294	14823487	14956023	14954834	1194	1190	86.25	30427671	30427671	0.00	0.00	1	1
14822294	14823487	14958226	14957040	1194	1187	86.33	30427671	30427671	0.00	0.00	1	1
14822297	14823487	14695432	14694238	1191	1195	89.64	30427671	30427671	0.00	0.00	1	1
14822407	14823487	14688467	14687383	1081	1085	90.81	30427671	30427671	0.00	0.00	1	1
14822450	14823487	14714130	14713089	1038	1042	88.30	30427671	30427671	0.00	0.00	1	1
14823499	14825123	14970503	14968887	1625	1617	87.48	30427671	30427671	0.01	0.01	1	1
14823501	14825119	14688081	14686461	1619	1621	87.68	30427671	30427671	0.01	0.01	1	1
14823501	14825119	14689512	14687894	1619	1619	88.12	30427671	30427671	0.01	0.01	1	1
14823501	14825119	14691429	14689802	1619	1628	89.14	30427671	30427671	0.01	0.01	1	1
14823501	14825119	14888466	14886843	1619	1624	88.25	30427671	30427671	0.01	0.01	1	1
14823501	14825119	14891487	14889868	1619	1620	89.77	30427671	30427671	0.01	0.01	1	1
14823952	14825119	14929359	14928205	1168	1155	87.70	30427671	30427671	0.00	0.00	1	1
14824580	14825003	14603245	14602822	424	424	90.33	30427671	30427671	0.00	0.00	1	1
14831878	14836965	14914158	14909071	5088	5088	99.92	30427671	30427671	0.02	0.02	1	1
14835313	14836965	14888309	14886652	1653	1658	87.00	30427671	30427671	0.01	0.01	1	1
14835314	14836965	14708941	14707282	1652	1660	85.95	30427671	30427671	0.01	0.01	1	1
14835314	14858720	14887510	14864080	23407	23431	98.95	30427671	30427671	0.08	0.08	1	1
14835315	14836964	14931763	14930118	1650	1646	86.92	30427671	30427671	0.01	0.01	1	1
14835485	14836965	14891952	14890473	1481	1480	89.01	30427671	30427671	0.00	0.00	1	1
14835766	14836946	14929359	14928192	1181	1168	87.35	30427671	30427671	0.00	0.00	1	1
14837101	14837669	14890198	14889632	569	567	90.88	30427671	30427671	0.00	0.00	1	1
14837664	14839323	14365889	14364218	1660	1672	92.12	30427671	30427671	0.01	0.01	1	1
14837664	14839323	14411542	14409871	1660	1672	92.12	30427671	30427671	0.01	0.01	1	1
14838810	14840985	14349130	14346925	2176	2206	90.53	30427671	30427671	0.01	0.01	1	1
14838810	14840985	14394783	14392578	2176	2206	90.53	30427671	30427671	0.01	0.01	1	1
14838810	14840985	14461676	14459467	2176	2210	90.62	30427671	30427671	0.01	0.01	1	1
14838810	14839323	14475247	14474726	514	522	92.53	30427671	30427671	0.00	0.00	1	1
14839445	14841038	13917026	13915453	1594	1574	90.21	30427671	30427671	0.01	0.01	1	1
14839445	14840960	14373657	14372147	1516	1511	91.04	30427671	30427671	0.00	0.00	1	1
14839445	14840960	14419310	14417800	1516	1511	91.04	30427671	30427671	0.00	0.00	1	1
14839577	14840087	14261590	14261081	511	510	94.73	30427671	30427671	0.00	0.00	1	1
14843170	14845061	14390181	14388282	1892	1900	89.95	30427671	30427671	0.01	0.01	1	1
14843194	14845061	14457040	14455164	1868	1877	90.24	30427671	30427671	0.01	0.01	1	1
14849639	14850944	15557524	15556219	1306	1306	88.18	30427671	30427671	0.00	0.00	1	1
14855091	14855563	15558646	15558182	473	465	93.23	30427671	30427671	0.00	0.00	1	1
14855558	14856165	15552618	15552007	608	612	91.19	30427671	30427671	0.00	0.00	1	1
14863164	14863562	14860432	14860052	399	381	86.50	30427671	30427671	0.00	0.00	1	1
14863164	14863922	14914842	14914050	759	793	94.96	30427671	30427671	0.00	0.00	1	1
14864080	14865443	14221630	14220254	1364	1377	90.43	30427671	30427671	0.00	0.00	1	1
14864080	14864951	14665644	14664773	872	872	100.00	30427671	30427671	0.00	0.00	1	1
14864080	14885815	14858720	14836985	21736	21736	100.00	30427671	30427671	0.07	0.07	1	1
14864091	14865213	14103987	14102867	1123	1121	89.88	30427671	30427671	0.00	0.00	1	1
14864091	14865192	14269994	14268895	1102	1100	89.93	30427671	30427671	0.00	0.00	1	1
14865434	14866440	14241009	14239982	1007	1028	93.48	30427671	30427671	0.00	0.00	1	1
14865439	14867007	14045932	14044388	1569	1545	92.78	30427671	30427671	0.01	0.01	1	1
14865439	14866440	14234364	14233342	1002	1023	93.35	30427671	30427671	0.00	0.00	1	1
14865439	14867005	15701630	15699976	1567	1655	90.46	30427671	30427671	0.01	0.01	1	1
14866596	14867003	14233171	14232764	408	408	93.63	30427671	30427671	0.00	0.00	1	1
14866596	14867025	14328584	14328156	430	429	91.16	30427671	30427671	0.00	0.00	1	1
14866879	14867709	14239642	14238766	831	877	90.57	30427671	30427671	0.00	0.00	1	1
14871620	14873162	15459084	15457548	1543	1537	87.05	30427671	30427671	0.01	0.01	1	1
14871620	14873162	15466024	15464488	1543	1537	86.79	30427671	30427671	0.01	0.01	1	1
14871620	14873160	15472963	15471429	1541	1535	86.77	30427671	30427671	0.01	0.01	1	1
14871620	14873162	15479904	15478368	1543	1537	86.66	30427671	30427671	0.01	0.01	1	1
14871982	14874365	14235743	14233342	2384	2402	92.15	30427671	30427671	0.01	0.01	1	1
14871999	14873162	15486507	15485350	1164	1158	89.18	30427671	30427671	0.00	0.00	1	1
14873358	14874541	14045934	14044745	1184	1190	94.31	30427671	30427671	0.00	0.00	1	1
14873359	14874996	14329804	14328172	1638	1633	91.78	30427671	30427671	0.01	0.01	1	1
14873359	14874993	15701631	15699976	1635	1656	93.86	30427671	30427671	0.01	0.01	1	1
14873360	14874752	14241004	14239643	1393	1362	89.75	30427671	30427671	0.00	0.00	1	1
14874638	14874994	14044745	14044389	357	357	94.96	30427671	30427671	0.00	0.00	1	1
14875421	14877731	14220773	14218439	2311	2335	90.56	30427671	30427671	0.01	0.01	1	1
14875880	14877730	14268892	14267031	1851	1862	90.39	30427671	30427671	0.01	0.01	1	1
14877739	14879601	14104738	14102869	1863	1870	90.24	30427671	30427671	0.01	0.01	1	1
14877739	14880978	14222375	14219098	3240	3278	90.48	30427671	30427671	0.01	0.01	1	1
14877739	14879582	14270729	14268895	1844	1835	89.46	30427671	30427671	0.01	0.01	1	1
14877739	14879342	14666371	14664773	1604	1599	92.22	30427671	30427671	0.01	0.01	1	1
14877739	14879833	14859447	14857362	2095	2086	91.90	30427671	30427671	0.01	0.01	1	1
14877739	14879601	16101560	16099709	1863	1852	86.62	30427671	30427671	0.01	0.01	1	1
14879786	14880978	14268892	14267689	1193	1204	89.12	30427671	30427671	0.00	0.00	1	1
14880974	14885136	14218949	14214751	4163	4199	91.55	30427671	30427671	0.01	0.01	1	1
14880974	14884985	14267540	14263556	4012	3985	87.45	30427671	30427671	0.01	0.01	1	1
14881815	14883355	16097495	16095958	1541	1538	88.44	30427671	30427671	0.01	0.01	1	1
14881989	14883354	14101806	14100439	1366	1368	92.99	30427671	30427671	0.00	0.00	1	1
14883476	14885136	14225657	14223984	1661	1674	92.25	30427671	30427671	0.01	0.01	1	1
14883476	14885136	14669653	14667977	1661	1677	93.74	30427671	30427671	0.01	0.01	1	1
14883476	14885136	14827468	14825792	1661	1677	93.74	30427671	30427671	0.01	0.01	1	1
14885725	14887488	14659168	14657410	1764	1759	88.79	30427671	30427671	0.01	0.01	1	1
14885725	14888113	14661395	14659010	2389	2386	87.99	30427671	30427671	0.01	0.01	1	1
14885726	14891948	14683127	14676936	6223	6192	86.74	30427671	30427671	0.02	0.02	1	1
14885737	14890035	14661699	14657409	4299	4291	88.08	30427671	30427671	0.01	0.01	1	1
14885737	14887349	14825110	14823501	1613	1610	87.79	30427671	30427671	0.01	0.01	1	1
14886185	14890395	14673836	14669652	4211	4185	86.98	30427671	30427671	0.01	0.01	1	1
14886843	14888466	14825119	14823501	1624	1619	88.25	30427671	30427671	0.01	0.01	1	1
14887002	14891952	14685672	14680739	4951	4934	87.35	30427671	30427671	0.02	0.02	1	1
14887549	14889501	14610668	14608726	1953	1943	86.25	30427671	30427671	0.01	0.01	1	1
14887957	14889124	14823459	14822294	1168	1166	86.95	30427671	30427671	0.00	0.00	1	1
14888257	14891952	14673836	14670156	3696	3681	87.90	30427671	30427671	0.01	0.01	1	1
14888257	14889826	14829784	14828220	1570	1565	87.92	30427671	30427671	0.01	0.01	1	1
14888823	14890777	14610668	14608722	1955	1947	86.87	30427671	30427671	0.01	0.01	1	1
14888912	14890079	14823459	14822294	1168	1166	87.21	30427671	30427671	0.00	0.00	1	1
14889232	14890851	14825119	14823501	1620	1619	89.71	30427671	30427671	0.01	0.01	1	1
14889658	14890395	14828198	14827467	738	732	88.89	30427671	30427671	0.00	0.00	1	1
14889836	14891032	14823487	14822296	1197	1192	87.76	30427671	30427671	0.00	0.00	1	1
14890473	14891669	14823487	14822294	1197	1194	91.92	30427671	30427671	0.00	0.00	1	1
14896070	14910410	14818326	14803986	14341	14341	99.19	30427671	30427671	0.05	0.05	1	1
14897779	14898316	15456654	15456117	538	538	95.54	30427671	30427671	0.00	0.00	1	1
14897782	14898316	15463591	15463057	535	535	95.15	30427671	30427671	0.00	0.00	1	1
14897782	14898316	15470530	15469996	535	535	95.52	30427671	30427671	0.00	0.00	1	1
14897782	14898316	15477471	15476936	535	536	95.34	30427671	30427671	0.00	0.00	1	1
14898361	14906792	14092711	14084324	8432	8388	93.64	30427671	30427671	0.03	0.03	1	1
14898361	14900608	15483743	15481522	2248	2222	93.93	30427671	30427671	0.01	0.01	1	1
14898530	14898845	13787002	13786687	316	316	93.99	30427671	30427671	0.00	0.00	1	1
14898608	14900608	15462712	15460702	2001	2011	95.53	30427671	30427671	0.01	0.01	1	1
14898608	14900608	15469651	15467642	2001	2010	95.52	30427671	30427671	0.01	0.01	1	1
14898608	14900608	15476591	15474581	2001	2011	95.48	30427671	30427671	0.01	0.01	1	1
14898953	14900970	13793495	13791455	2018	2041	93.94	30427671	30427671	0.01	0.01	1	1
14899526	14900656	15418821	15417686	1131	1136	95.69	30427671	30427671	0.00	0.00	1	1
14905176	14908182	13790142	13787194	3007	2949	92.06	30427671	30427671	0.01	0.01	1	1
14906825	14908182	15457390	15456008	1358	1383	94.08	30427671	30427671	0.00	0.00	1	1
14906825	14908182	15464330	15462948	1358	1383	93.86	30427671	30427671	0.00	0.00	1	1
14906825	14908182	15471269	15469887	1358	1383	93.79	30427671	30427671	0.00	0.00	1	1
14906825	14908182	15478210	15476827	1358	1384	94.01	30427671	30427671	0.00	0.00	1	1
14906825	14908182	15485192	15483811	1358	1382	93.94	30427671	30427671	0.00	0.00	1	1
14906840	14908182	14491652	14490295	1343	1358	94.26	30427671	30427671	0.00	0.00	1	1
14907152	14908182	14084093	14083062	1031	1032	95.56	30427671	30427671	0.00	0.00	1	1
14907152	14908182	14093812	14092779	1031	1034	95.36	30427671	30427671	0.00	0.00	1	1
14907407	14908182	13794672	13793897	776	776	96.78	30427671	30427671	0.00	0.00	1	1
14909078	14914158	14836958	14831878	5081	5081	99.94	30427671	30427671	0.02	0.02	1	1
14910216	14910722	14825119	14824613	507	507	89.94	30427671	30427671	0.00	0.00	1	1
14911027	14912860	15656204	15654371	1834	1834	91.35	30427671	30427671	0.01	0.01	1	1
14911028	14912057	14586340	14585356	1030	985	85.95	30427671	30427671	0.00	0.00	1	1
14911028	14912856	15078779	15076951	1829	1829	93.16	30427671	30427671	0.01	0.01	1	1
14912083	14912856	14585359	14584594	774	766	91.99	30427671	30427671	0.00	0.00	1	1
14912858	14913216	16029837	16029480	359	358	94.43	30427671	30427671	0.00	0.00	1	1
14912956	14913821	16029474	16028579	866	896	90.75	30427671	30427671	0.00	0.00	1	1
14914050	14914842	14863922	14863164	793	759	94.96	30427671	30427671	0.00	0.00	1	1
14916459	14919984	16026470	16022845	3526	3626	90.40	30427671	30427671	0.01	0.01	1	1
14920098	14921143	16022842	16021796	1046	1047	93.90	30427671	30427671	0.00	0.00	1	1
14921136	14922172	16020718	16019689	1037	1030	91.52	30427671	30427671	0.00	0.00	1	1
14922526	14923933	16012582	16011125	1408	1458	89.76	30427671	30427671	0.00	0.00	1	1
14923789	14923928	15060094	15059955	140	140	87.23	30427671	30427671	0.00	0.00	1	1
14923789	14923923	16011099	16010965	135	135	88.24	30427671	30427671	0.00	0.00	1	1
14923922	14924912	15546218	15545224	991	995	87.72	30427671	30427671	0.00	0.00	1	1
14923931	14925708	15061833	15060127	1778	1707	91.62	30427671	30427671	0.01	0.01	1	1
14923931	14924762	15065363	15064513	832	851	90.61	30427671	30427671	0.00	0.00	1	1
14923932	14925091	15433005	15431822	1160	1184	91.82	30427671	30427671	0.00	0.00	1	1
14924262	14925458	14489789	14488579	1197	1211	91.77	30427671	30427671	0.00	0.00	1	1
14924319	14925458	14430421	14429276	1140	1146	91.75	30427671	30427671	0.00	0.00	1	1
14924321	14925414	13646050	13644973	1094	1078	89.44	30427671	30427671	0.00	0.00	1	1
14924321	14926963	13653651	13651067	2643	2585	89.85	30427671	30427671	0.01	0.01	1	1
14924455	14925458	15513275	15512298	1004	978	87.59	30427671	30427671	0.00	0.00	1	1
14924486	14925458	15518881	15517935	973	947	86.99	30427671	30427671	0.00	0.00	1	1
14924494	14925440	14179201	14178292	947	910	90.71	30427671	30427671	0.00	0.00	1	1
14925082	14925440	14262179	14261822	359	358	95.54	30427671	30427671	0.00	0.00	1	1
14925480	14926963	14261030	14259545	1484	1486	92.81	30427671	30427671	0.00	0.00	1	1
14925480	14926963	15544751	15543268	1484	1484	94.35	30427671	30427671	0.00	0.00	1	1
14925480	14926963	15833800	15832316	1484	1485	92.80	30427671	30427671	0.00	0.00	1	1
14925480	14926963	15846016	15844532	1484	1485	92.67	30427671	30427671	0.00	0.00	1	1
14925535	14926963	15452734	15451305	1429	1430	92.25	30427671	30427671	0.00	0.00	1	1
14925693	14926963	14128349	14127074	1271	1276	90.47	30427671	30427671	0.00	0.00	1	1
14928205	14929359	14825119	14823952	1155	1168	87.70	30427671	30427671	0.00	0.00	1	1
14929371	14933015	14661059	14657409	3645	3651	87.34	30427671	30427671	0.01	0.01	1	1
14930149	14931311	14823457	14822294	1163	1164	86.58	30427671	30427671	0.00	0.00	1	1
14930446	14934640	14673836	14669652	4195	4185	86.17	30427671	30427671	0.01	0.01	1	1
14930446	14932002	14829784	14828229	1557	1556	86.87	30427671	30427671	0.01	0.01	1	1
14931216	14931923	14828191	14827488	708	704	86.06	30427671	30427671	0.00	0.00	1	1
14938064	14942355	14661716	14657409	4292	4308	87.24	30427671	30427671	0.01	0.01	1	1
14939799	14942697	14673832	14670926	2899	2907	86.76	30427671	30427671	0.01	0.01	1	1
14939799	14941356	14829780	14828220	1558	1561	87.10	30427671	30427671	0.01	0.01	1	1
14948532	14952906	14680822	14676439	4375	4384	85.81	30427671	30427671	0.01	0.01	1	1
14952904	14960257	14683668	14676281	7354	7388	85.80	30427671	30427671	0.02	0.02	1	1
14955024	14960252	14685672	14680411	5229	5262	85.65	30427671	30427671	0.02	0.02	1	1
14957380	14960247	14661716	14658823	2868	2894	86.42	30427671	30427671	0.01	0.01	1	1
14958153	14960257	14673836	14671722	2105	2115	86.02	30427671	30427671	0.01	0.01	1	1
14958477	14960257	14661715	14659926	1781	1790	85.62	30427671	30427671	0.01	0.01	1	1
14958869	14960257	14610668	14609277	1389	1392	85.84	30427671	30427671	0.00	0.00	1	1
14959885	14960257	14829784	14829414	373	371	86.90	30427671	30427671	0.00	0.00	1	1
14962302	14962555	14609529	14609277	254	253	90.55	30427671	30427671	0.00	0.00	1	1
14968887	14970503	14825123	14823499	1617	1625	87.48	30427671	30427671	0.01	0.01	1	1
14976654	14981958	14681459	14676132	5305	5328	86.02	30427671	30427671	0.02	0.02	1	1
15009705	15011463	14677904	14676132	1759	1773	85.44	30427671	30427671	0.01	0.01	1	1
15020137	15022194	14673832	14671772	2058	2061	87.17	30427671	30427671	0.01	0.01	1	1
15020137	15021694	14829780	14828220	1558	1561	87.60	30427671	30427671	0.01	0.01	1	1
