chr1	start1	end1	chr2	start2	end2	strand	length	identity	score	n_seeds	seed_density	context
1	19527772	19565406	1	19537384	19575398	+	37634	0.2819	0.0146	93	0.035	intra
1	19651804	19749478	1	19652240	19749518	+	97278	0.2832	0.0027	40	0.006	intra
1	19732708	19753926	1	23907884	23929478	-	21218	0.2750	0.0094	37	0.024	intra
1	19744844	19769478	1	21103208	21128774	+	24634	0.2785	0.0034	15	0.009	intra
1	19817224	19859730	1	19817236	19859766	+	42506	0.2922	0.0034	23	0.008	intra
1	19909216	19953902	1	19909252	19954102	+	44686	0.2933	0.0030	21	0.007	intra
1	19916968	19944254	1	20489140	20515914	-	26774	0.2825	0.0158	74	0.039	intra
1	19978796	20032734	1	19978932	20032790	+	53858	0.2881	0.0022	19	0.005	intra
1	19986364	20006634	1	23203060	23223390	-	20270	0.2771	0.0123	46	0.032	intra
1	20141436	20180638	1	20145836	20184746	+	38910	0.3037	0.0144	85	0.031	intra
1	20148992	20179410	1	21116632	21146366	-	29734	0.2797	0.0098	51	0.024	intra
1	20303280	20364306	1	20303496	20364418	+	60922	0.2628	0.0038	41	0.009	intra
1	20465532	20506522	1	20468556	20509086	+	40530	0.2860	0.0076	51	0.018	intra
1	20469072	20490030	1	22145232	22165910	+	20678	0.2669	0.0107	43	0.029	intra
1	20499508	20528046	1	21114200	21142642	+	28442	0.2746	0.0031	16	0.008	intra
1	20541380	20567682	1	20541404	20568118	+	26302	0.2787	0.0106	50	0.027	intra
1	20771844	20799638	1	20772672	20799958	+	27286	0.2859	0.0043	20	0.010	intra
1	20892424	20915010	1	22067528	22089858	+	22330	0.2591	0.0036	16	0.010	intra
1	21104444	21130454	1	21104496	21130538	+	26010	0.3257	0.0122	45	0.024	intra
1	21168704	21210430	1	23614208	23655610	-	41402	0.2703	0.0030	22	0.007	intra
1	21172092	21212202	1	21172116	21212306	+	40110	0.2871	0.0136	90	0.031	intra
1	21262804	21321814	1	21265980	21325462	+	59010	0.3017	0.1453	1937	0.460	intra
1	21269008	21299794	1	21288800	21318954	+	30154	0.3111	0.1430	992	0.461	intra
1	21464384	21496826	1	21474976	21508150	+	32442	0.2485	0.0064	42	0.018	intra
1	21591632	21650274	1	21591712	21650710	+	58642	0.2846	0.0021	20	0.005	intra
1	21646180	21682482	1	22105368	22141970	-	36302	0.2725	0.0165	107	0.041	intra
1	21672132	21700922	1	21810028	21838994	-	28790	0.2624	0.0105	58	0.028	intra
1	21689468	21711098	1	21780092	21802346	-	21630	0.2728	0.0111	45	0.029	intra
1	21700912	21730406	1	21706520	21736502	+	29494	0.2800	0.0087	45	0.021	intra
1	21726656	21846138	1	21726980	21846166	+	119186	0.2645	0.0035	70	0.008	intra
1	21735716	21769866	1	21803912	21838694	+	34150	0.2667	0.0125	79	0.032	intra
1	21783788	21820274	1	21796704	21833190	+	36486	0.2929	0.0112	66	0.025	intra
1	22004448	22037730	1	22091236	22124314	-	33078	0.2712	0.0067	40	0.017	intra
1	22023172	22056554	1	22023244	22056566	+	33322	0.2782	0.0070	41	0.017	intra
1	22087092	22111218	1	22087120	22111246	+	24126	0.2972	0.0285	113	0.066	intra
1	22268176	22293750	1	22302572	22328310	-	25574	0.2923	0.0061	26	0.014	intra
1	22569468	22668694	1	22569684	22668698	+	99014	0.2747	0.0030	48	0.007	intra
1	22600112	22622298	1	23213672	23236734	-	22186	0.2537	0.0081	37	0.023	intra
1	22618536	22658226	1	22661628	22702002	+	39690	0.2760	0.0030	21	0.007	intra
1	22879992	22914054	1	22955268	22988830	+	33562	0.2456	0.0039	27	0.011	intra
1	22909776	22930142	1	22909832	22930766	+	20366	0.2807	0.0070	26	0.018	intra
1	22926952	22951978	1	22935964	22961050	+	25026	0.2774	0.0044	20	0.011	intra
1	23059928	23143702	1	23060096	23144306	+	83774	0.3050	0.0034	40	0.007	intra
1	23182976	23204658	1	23485020	23506662	-	21642	0.2852	0.0039	15	0.010	intra
1	23183588	23209670	1	23299276	23324814	-	25538	0.2798	0.0077	35	0.019	intra
1	23197168	23363670	1	23197196	23363802	+	166502	0.2819	0.0036	88	0.007	intra
1	23272956	23339734	1	23452972	23519726	-	66754	0.2609	0.0014	17	0.004	intra
1	23280756	23328182	1	23366104	23412730	-	46626	0.2604	0.0076	66	0.020	intra
1	23299084	23321238	1	23371260	23393058	-	21798	0.2688	0.0310	129	0.083	intra
1	23304820	23325598	1	23371376	23392742	-	20778	0.2782	0.0302	115	0.077	intra
1	23371240	23408602	1	23468796	23505758	-	36962	0.2970	0.0081	47	0.018	intra
1	23385356	23416034	1	23460372	23491486	-	30678	0.2747	0.0085	47	0.021	intra
1	23641668	23661694	1	23645264	23665398	+	20026	0.2864	0.0107	38	0.027	intra
1	23703092	23725046	1	23761492	23782910	-	21418	0.2775	0.0038	15	0.010	intra
1	23857520	23886706	1	23859680	23888562	+	28882	0.2674	0.0061	33	0.016	intra
1	23975180	23995734	1	23975240	23995934	+	20554	0.2879	0.0515	185	0.126	intra
1	24127376	24168406	1	24127496	24168514	+	41018	0.2677	0.0043	32	0.011	intra
1	24257412	24280350	1	24257416	24280562	+	22938	0.2895	0.0069	27	0.016	intra
